reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote,cleaned_text,sentiment
A575YWESG77HC,B007WTAJTO,Amazon Customer,"[0, 0]",64GB...delivered fast and installed quick! Works like it should at reasonable price. I only wish I could get more memory in my Note 3...so much media!!,5.0,Works like it should and would buy it again.,1386720000,2013-11-12,391,0,0,64gb...delivered fast and installed quick! works like it should at reasonable price. i only wish i could get more memory in my note 3...so much media!!,negative
AYAC56YGAPJLO,B007WTAJTO,Amazon Customer,"[0, 0]","Absolutely great product, will recommend. Great price. Used it on Note 10.1 and Note 2 phone. If you download a lot of music and movies, a must have.",5.0,Note 2,1376092800,2013-10-08,426,0,0,"absolutely great product, will recommend. great price. used it on note 10.1 and note 2 phone. if you download a lot of music and movies, a must have.",positive
A1PH08VML4GC1G,B007WTAJTO,Amazon Customer,"[0, 0]",a fast memory card with room to spare at an amazing price. Suitable for Lots of Smart Phone Movies Fastest storage available today IMHO!,5.0,Lighting Fast Storage,1362873600,2013-10-03,431,0,0,a fast memory card with room to spare at an amazing price. suitable for lots of smart phone movies fastest storage available today imho!,positive
A10P1YIWCMGLKM,B007WTAJTO,Amazon Customer,"[0, 0]",Arrived quickly and in perfect condition.  It works well with my camera using its standard size adapter and then is readable by my Note 8.  Seems quick enough for my Canon G12.  I would recommend this.,4.0,Sandisk Ultra 32GB C10/UHS1,1380931200,2013-05-10,577,0,0,arrived quickly and in perfect condition.  it works well with my camera using its standard size adapter and then is readable by my note 8.  seems quick enough for my canon g12.  i would recommend this.,positive
A121IMNDKBYC2,B007WTAJTO,Amazon Customer,"[0, 0]","Big card, a lot faster than the card that came with my phone. Allows me to switch to video and take pics faster. If you are going to get a cloud storage program think about just getting a couple big cards instead makes downloading and accessing chunks of data a lot easier.",5.0,Gret way to improve your phone,1387670400,2013-12-22,351,0,0,"big card, a lot faster than the card that came with my phone. allows me to switch to video and take pics faster. if you are going to get a cloud storage program think about just getting a couple big cards instead makes downloading and accessing chunks of data a lot easier.",negative
A3FAIPJYRNHXIE,B007WTAJTO,Amazon Customer,"[0, 0]",Bought it for memory in the smartphone.  So far it does what it is supposed to. Remember what I save..,5.0,memories.,1355097600,2012-10-12,787,0,0,bought it for memory in the smartphone.  so far it does what it is supposed to. remember what i save..,positive
A1LRXLBMY80OPC,B007WTAJTO,Amazon Customer,"[0, 0]",bought one for my GS3 phone and when I bought my wife the same got her one too.  They seem to work seamlessly.Perhaps over kill for us but cheaper per gig than smaller gig chips...,5.0,"I have lots of ""memory free""",1390953600,2014-01-29,313,0,0,bought one for my gs3 phone and when i bought my wife the same got her one too.  they seem to work seamlessly.perhaps over kill for us but cheaper per gig than smaller gig chips...,positive
AD9ZL63H0VKCZ,B007WTAJTO,Amazon Customer,"[0, 0]",Bought this for a Samsung note 2014 ed. This will give me plenty of data storage as I will be using the note to some quick picture editing,5.0,Buy this,1384128000,2013-11-11,392,0,0,bought this for a samsung note 2014 ed. this will give me plenty of data storage as i will be using the note to some quick picture editing,neutral
A2ROZ33LXZBSVI,B007WTAJTO,Amazon Customer,"[0, 0]",Bought this for my new Samsung Galaxy S4.  It worked right away with no troubles.  Only time will tell. :),4.0,Worked out of the box.,1384387200,2013-11-14,389,0,0,bought this for my new samsung galaxy s4.  it worked right away with no troubles.  only time will tell. :),positive
A20LYGBNUC09W4,B007WTAJTO,Amazon Customer,"[0, 0]","Bought this memory card as a spare for my Samsung Tab 2 10.1.  It works great, and allows me to bring extra movies, songs, and audiobooks with me to play on the tablet when I travel on vacations.",4.0,Bought it as a spare,1378771200,2013-10-09,425,0,0,"bought this memory card as a spare for my samsung tab 2 10.1.  it works great, and allows me to bring extra movies, songs, and audiobooks with me to play on the tablet when i travel on vacations.",positive
A3AZH0OO0GUAI3,B007WTAJTO,Amazon Customer,"[0, 0]","Bought this to add storage to a Sansa Fuze MP3 player.The card formatted correctly and works quite smoothly with the device.I also tried it using the adapter, in my Kodak digital camera and it was recognized instantly.  Pictures were saved quickly, allowing the camera to shoot again without undue delay.",5.0,Works as it should,1354320000,2012-01-12,1061,0,0,"bought this to add storage to a sansa fuze mp3 player.the card formatted correctly and works quite smoothly with the device.i also tried it using the adapter, in my kodak digital camera and it was recognized instantly.  pictures were saved quickly, allowing the camera to shoot again without undue delay.",positive
A3TFKZQ42RPUCY,B007WTAJTO,Amazon Customer,"[0, 0]",Bought this to use in my 8 inch Onda tablet.  No problems or issues installing or using.  Have about three months.  Would recommend to others.,4.0,Works well in my tablet,1374192000,2013-07-19,507,0,0,bought this to use in my 8 inch onda tablet.  no problems or issues installing or using.  have about three months.  would recommend to others.,negative
A2XKRQ2IM5XS9A,B007WTAJTO,Amazon Customer,"[0, 0]",Can't go wrong with this class 10 card cheap and works great may have to buy another one as a spare.,5.0,Great Class 10 card,1355702400,2012-12-17,721,0,0,can't go wrong with this class 10 card cheap and works great may have to buy another one as a spare.,negative
A38KSW6BGM8GHA,B007WTAJTO,Amazon Customer,"[0, 0]","Fast, reliable, plenty of size for the money. I ran Sandisk memory zone on this and was reading between 22 and 29 mbps. Not quite the 30 that it is supposedly rated at, but that is with a lot of apps installed and running off of the device.",5.0,Excellent Purchase.,1385856000,2013-01-12,695,0,0,"fast, reliable, plenty of size for the money. i ran sandisk memory zone on this and was reading between 22 and 29 mbps. not quite the 30 that it is supposedly rated at, but that is with a lot of apps installed and running off of the device.",negative
A1XLRF85DY756T,B007WTAJTO,Amazon Customer,"[0, 0]","Good memory card, a gift given to junior partner, after receiving very beautiful, beautiful packaging, received a big surprise, do not know how to evaluate it.",5.0,"Good memory card,",1399075200,2014-03-05,278,0,0,"good memory card, a gift given to junior partner, after receiving very beautiful, beautiful packaging, received a big surprise, do not know how to evaluate it.",neutral
A26EB0MDHMDD5U,B007WTAJTO,Amazon Customer,"[0, 0]",Good value for the money.  This is a class ten rated card which has a fast speed and from a good manufacturer.,5.0,It works,1391212800,2014-01-02,340,0,0,good value for the money.  this is a class ten rated card which has a fast speed and from a good manufacturer.,positive
A14NOCQQPC4G3X,B007WTAJTO,Amazon Customer,"[0, 0]",Got it for my Note 10.1 and it's great being able to pop it into my computer via the adapter to load large amounts of pictures on and then back into my tablet. Kinda wishing I got a larger capacity one.,5.0,Works Great,1359072000,2013-01-25,682,0,0,got it for my note 10.1 and it's great being able to pop it into my computer via the adapter to load large amounts of pictures on and then back into my tablet. kinda wishing i got a larger capacity one.,negative
A1SKD6IDL1VZQI,B007WTAJTO,Amazon Customer,"[0, 0]","Got this for my Galxy S3 - had another brand that the phone kept losing contact with and that corrupted a few files.  Much faster transfers with this - I got the 64GB version for my  Note 10.1. As always, super-fast shipping with Amazon Prime.",5.0,Big improvement,1375488000,2013-03-08,640,0,0,"got this for my galxy s3 - had another brand that the phone kept losing contact with and that corrupted a few files.  much faster transfers with this - i got the 64gb version for my  note 10.1. as always, super-fast shipping with amazon prime.",negative
A331RXDK5YIXFB,B007WTAJTO,Amazon Customer,"[0, 0]",Great micro SD card for smartphones or other products. I wanted something with a high transfer rate so that taking HD video there would be no lag.,5.0,Nice Micro SD card for a decent price,1354320000,2012-01-12,1061,0,0,great micro sd card for smartphones or other products. i wanted something with a high transfer rate so that taking hd video there would be no lag.,positive
A1OD1YTYTGCDE0,B007WTAJTO,Amazon Customer,"[0, 0]",Great price for 32gb SD card; It was delivered on time and I got it download from my previous SC card with out any problems. Great shopping for electronic stuff at Amazon.,5.0,Terrific Price for a 32 GB card much better than what I spent at Office Depot for a Leximark 32GB card.,1404518400,2014-05-07,215,0,0,great price for 32gb sd card; it was delivered on time and i got it download from my previous sc card with out any problems. great shopping for electronic stuff at amazon.,positive
A2CEVVPQQDSXPB,B007WTAJTO,Amazon Customer,"[0, 0]","Great price for a great chip, it worked perfectly in my new smart phone.  I swapped out a 4 Gig chip with this one, and now I have lots of excess storage capacity.",5.0,Great micro SDHC chip,1370131200,2013-02-06,670,0,0,"great price for a great chip, it worked perfectly in my new smart phone.  i swapped out a 4 gig chip with this one, and now i have lots of excess storage capacity.",negative
AG1SKHRNEB4T6,B007WTAJTO,Amazon Customer,"[0, 0]",Great value for extra storage on cell phones. Adapter included with memory disk allows easy interface with standard computer card reader interfaces.,5.0,High Quality Storage,1402790400,2014-06-15,176,0,0,great value for extra storage on cell phones. adapter included with memory disk allows easy interface with standard computer card reader interfaces.,positive
AU5A1RF4NCMWG,B007WTAJTO,Amazon Customer,"[0, 0]","Had to return this item, it would not fit properly into the adapter that it came with.  Return was no problem, but I am reluctant to buy another one.",1.0,Would not fit properly into adapter.,1376697600,2013-08-17,478,0,0,"had to return this item, it would not fit properly into the adapter that it came with.  return was no problem, but i am reluctant to buy another one.",negative
ATGR61P08PW68,B007WTAJTO,Amazon Customer,"[0, 0]","haven't been able to use this in the capacity that I bought it, for a tablet pro, but I have used it in a usb adapter and it works well there.",5.0,works as advertized,1396569600,2014-04-04,248,0,0,"haven't been able to use this in the capacity that i bought it, for a tablet pro, but i have used it in a usb adapter and it works well there.",positive
A2ML26LVL8N11X,B007WTAJTO,Amazon Customer,"[0, 0]",Have this for a action cam - works great so far.  Can't wait for my zip line tour.  Was not expensive as you would think for this size of memory card.,5.0,Works like a charm,1382659200,2013-10-25,409,0,0,have this for a action cam - works great so far.  can't wait for my zip line tour.  was not expensive as you would think for this size of memory card.,positive
A3KEFFVJMUG0RY,B007WTAJTO,Amazon Customer,"[0, 0]","Having used SanDisk before in my photography, I of course went to them when it was time to outfit my new Samsung Galaxy S3 with an internal microSD card. I spent the extra bucks over comparably ""no name"" Micro SD cards and bought this variant. I took quite a few pictures and even transferred an album from my computer so I coud show it to friends on the go.After less than two months, the SanDisk microSD card started acting up. It was not recognized, stopped, restarted, removed itself, reinstalled itself onto the phone - erratic behavior. Here is where I should have taken it out immediately and tried to recover anything I could before things hit the fan...unfortunately I waited too long and this morning, for no other reason than I turned my phone on, the card shows up as blank. Neither my Windows PC, nor my Mac, can even detect the card and yes, i tried two different adapters, and I tried the SanDisk recovery which ""found no recoverable files"" even though I checked all file type extensions.I've apparently lost all the pictures I had on there. To top it all off, my GF's cheap ""no name"" card has never had an issue in her exact same phone and keeps chugging along merrily.Paying a premium for a substandard product that fails in use after two months? No thanks. I'm going back to Lexar, which hasn't failed me yet. I'm also getting rid of all my SanDisk cards for my DSLR's, just in case. The fact that SanDisk is the first card thats ever failed on me, and a new card to boot, does not inspire confidence. Buy and use at your own risk.",1.0,Never again SanDisk,1361232000,2013-02-19,657,0,0,"having used sandisk before in my photography, i of course went to them when it was time to outfit my new samsung galaxy s3 with an internal microsd card. i spent the extra bucks over comparably ""no name"" micro sd cards and bought this variant. i took quite a few pictures and even transferred an album from my computer so i coud show it to friends on the go.after less than two months, the sandisk microsd card started acting up. it was not recognized, stopped, restarted, removed itself, reinstalled itself onto the phone - erratic behavior. here is where i should have taken it out immediately and tried to recover anything i could before things hit the fan...unfortunately i waited too long and this morning, for no other reason than i turned my phone on, the card shows up as blank. neither my windows pc, nor my mac, can even detect the card and yes, i tried two different adapters, and i tried the sandisk recovery which ""found no recoverable files"" even though i checked all file type extensions.i've apparently lost all the pictures i had on there. to top it all off, my gf's cheap ""no name"" card has never had an issue in her exact same phone and keeps chugging along merrily.paying a premium for a substandard product that fails in use after two months? no thanks. i'm going back to lexar, which hasn't failed me yet. i'm also getting rid of all my sandisk cards for my dslr's, just in case. the fact that sandisk is the first card thats ever failed on me, and a new card to boot, does not inspire confidence. buy and use at your own risk.",negative
A1MUM4VASKX0F5,B007WTAJTO,Amazon Customer,"[0, 0]","I am very disappointed in this card.  I usually don't have an issue with SanDisk, but this 32GB ultra card died after two months.  Died as in, no longer recognizable by PC / Camera or any device.  Now I have to wrestle with warranty claim.",1.0,Failed in 2 months,1378771200,2013-10-09,425,0,0,"i am very disappointed in this card.  i usually don't have an issue with sandisk, but this 32gb ultra card died after two months.  died as in, no longer recognizable by pc / camera or any device.  now i have to wrestle with warranty claim.",negative
A1HXG1HCVQXUDF,B007WTAJTO,Amazon Customer,"[0, 0]",I bought it because it was a great price for the capacity and rated speed. I use it for storage in my Nook HD+,5.0,Glad I bought it.,1385510400,2013-11-27,376,0,0,i bought it because it was a great price for the capacity and rated speed. i use it for storage in my nook hd+,negative
A2GFX1326IILL4,B007WTAJTO,Amazon Customer,"[0, 0]","I bought this card for my android based phone, soon I started getting messages that my card had been removed and or it was damaged, Tried it in my tablet same thing, and this was not the first card of this brand that I had bought that experienced this problem. Went to several online forums to see what the solution is; then someone hit upon it, it just might be a problem with this brand of cards.I bought a PNY brand micro SD card and had no problem whatsoever.",1.0,Android Problems,1370736000,2013-09-06,458,0,0,"i bought this card for my android based phone, soon i started getting messages that my card had been removed and or it was damaged, tried it in my tablet same thing, and this was not the first card of this brand that i had bought that experienced this problem. went to several online forums to see what the solution is; then someone hit upon it, it just might be a problem with this brand of cards.i bought a pny brand micro sd card and had no problem whatsoever.",negative
ARL6YY38UY9B2,B007WTAJTO,Amazon Customer,"[0, 0]","I bought this card on the strength of the 64GB XDSC SanDisk in my phone right now.  It was a gift for a friend of mine and sadly it corrupted within minutes of first use.Initially it worked fine, then dead.  We checked in a laptop and Windows Disk Management screen told me it had a single 128K partition and the rest was unusable.  Outstanding.The replacement sent by Amazon (Thank you Amazon, you are always excellent) is sitting in my office right now, I should probably check it out.",1.0,I'm not sure I can recommend this,1356393600,2012-12-25,713,0,0,"i bought this card on the strength of the 64gb xdsc sandisk in my phone right now.  it was a gift for a friend of mine and sadly it corrupted within minutes of first use.initially it worked fine, then dead.  we checked in a laptop and windows disk management screen told me it had a single 128k partition and the rest was unusable.  outstanding.the replacement sent by amazon (thank you amazon, you are always excellent) is sitting in my office right now, i should probably check it out.",negative
A1ATMGJ65W7PEP,B007WTAJTO,Amazon Customer,"[0, 0]","I bought this for my Samsung Galaxy S3 to expand the memory. Best money I could have spent. No issues, works as it should. Fast shipping, great packaging. Worth every penny.",5.0,Worth the money,1379462400,2013-09-18,446,0,0,"i bought this for my samsung galaxy s3 to expand the memory. best money i could have spent. no issues, works as it should. fast shipping, great packaging. worth every penny.",positive
A1AM1WN5M3GD2T,B007WTAJTO,Amazon Customer,"[0, 0]","I bought this to expand the memory on my Galaxy S4. Inexpensive, easily to install, and comes with an adapter to make it a full sized SD card, the SanDisk Ultra should be at the top of your list.",5.0,Inexpensive Storage,1373500800,2013-11-07,396,0,0,"i bought this to expand the memory on my galaxy s4. inexpensive, easily to install, and comes with an adapter to make it a full sized sd card, the sandisk ultra should be at the top of your list.",positive
AP9PWO71MG181,B007WTAJTO,Amazon Customer,"[0, 0]","I had no issue using this with all of the above devices. It is still working strong and I trust SanDisk with all my gear including memory for DSLR use. Had not malfunctioned throughout many different uses and I trust this brand. Although it is more expensive as supposed to other brands, but they are worth extra in my opinion.",5.0,"Great memory for Note 2, 3, and 10.1 tablet",1391817600,2014-08-02,128,0,0,"i had no issue using this with all of the above devices. it is still working strong and i trust sandisk with all my gear including memory for dslr use. had not malfunctioned throughout many different uses and i trust this brand. although it is more expensive as supposed to other brands, but they are worth extra in my opinion.",positive
A267L1OWC7DDJV,B007WTAJTO,Amazon Customer,"[0, 0]",I have a lot of music and pictures and keeping them on the card frees up storage for apps that cannot use the card.  Money well spent.,5.0,Saves storage on my cell,1391990400,2014-10-02,67,0,0,i have a lot of music and pictures and keeping them on the card frees up storage for apps that cannot use the card.  money well spent.,positive
A2CBA6D0IIEDNK,B007WTAJTO,Amazon Customer,"[0, 0]","I have always trusted the SANDISK brand for valuable data.  This was ordered for my tablet and again, great size and quality for the price.",5.0,great product for price.,1387756800,2013-12-23,350,0,0,"i have always trusted the sandisk brand for valuable data.  this was ordered for my tablet and again, great size and quality for the price.",positive
A2QFPJWYTHRNLC,B007WTAJTO,Amazon Customer,"[0, 0]","I have a Samsung Note II and was on the verge of having to uninstall programs when the newest version of Android came out which allowed you to move applications to the external storage.After reading the reviews I purchased this card to replace my 4G card, now I have room for all my pictures videos and tons of apps. The performance is really great from what I can tell , the pictures , videos and apps load quickly and I have not had any issues with this at all.A must have to extend your Android storage.",5.0,Much needed upgrade for my phone,1390521600,2014-01-24,318,0,0,"i have a samsung note ii and was on the verge of having to uninstall programs when the newest version of android came out which allowed you to move applications to the external storage.after reading the reviews i purchased this card to replace my 4g card, now i have room for all my pictures videos and tons of apps. the performance is really great from what i can tell , the pictures , videos and apps load quickly and i have not had any issues with this at all.a must have to extend your android storage.",neutral
A2K7GKACXGVTRS,B007WTAJTO,Amazon Customer,"[0, 0]",I have this in a DROID X on Page Plus.  It works perfectly.  transfer speeds were good.  I have no complaints here.,5.0,Good deal,1362441600,2013-05-03,584,0,0,i have this in a droid x on page plus.  it works perfectly.  transfer speeds were good.  i have no complaints here.,positive
A32UJOTFMGTIX9,B007WTAJTO,Amazon Customer,"[0, 0]","I have used many memory devices from SanDisk, as well as a couple of Sansa MP3 players. This card lives up to my expectations. It works well in my Samsung Galaxy S3 phone. I haven't bothered with the adapter, but I have no doubt it does its job. It is nice to have it just in case I need to read the card outside the phone.",5.0,Always reliable SanDisk,1379116800,2013-09-14,450,0,0,"i have used many memory devices from sandisk, as well as a couple of sansa mp3 players. this card lives up to my expectations. it works well in my samsung galaxy s3 phone. i haven't bothered with the adapter, but i have no doubt it does its job. it is nice to have it just in case i need to read the card outside the phone.",positive
A2I20NQFIJ0MMV,B007WTAJTO,Amazon Customer,"[0, 0]",I have used this for months on my Galaxy S4 with no issues and it is plenty fast to transfer content to this card.,5.0,Flawless,1398988800,2014-02-05,306,0,0,i have used this for months on my galaxy s4 with no issues and it is plenty fast to transfer content to this card.,positive
A1OOLS3367Y7M4,B007WTAJTO,Amazon Customer,"[0, 0]",I just got a Note 3 and while 32gb is great...who wouldn't want another 64gb?  This SD card does what I want it to do and I'm happy with it.,5.0,Works great in my Note 3!,1394409600,2014-10-03,66,0,0,i just got a note 3 and while 32gb is great...who wouldn't want another 64gb?  this sd card does what i want it to do and i'm happy with it.,positive
A2B4V09LTC42PB,B007WTAJTO,Amazon Customer,"[0, 0]",I like things that work and I like things that work the way they're sold to me and when they do I give it a great review so trust me when I say this works and you won't find a faster SD card out there.,5.0,Super fast super good,1354924800,2012-08-12,848,0,0,i like things that work and i like things that work the way they're sold to me and when they do i give it a great review so trust me when i say this works and you won't find a faster sd card out there.,positive
A1HXKZQH973COZ,B007WTAJTO,Amazon Customer,"[0, 0]","I love this storage unit. I would buy again definitely. Great for pix, videos, docs, or whatever you want to store. I have  it in my ME173x.",5.0,Great,1393632000,2014-01-03,339,0,0,"i love this storage unit. i would buy again definitely. great for pix, videos, docs, or whatever you want to store. i have  it in my me173x.",positive
A1HY9BZ4NOF00J,B007WTAJTO,Amazon Customer,"[0, 0]","I'm very happy with this item.  My Android has about a 4GB memory, and so this card is ideal for increasing it.Jrroadrunner",5.0,SanDisk Ultra 32 GB microSDHC Class 10 UHS-1 Memory Card 30MB/s with... SanDisk,1389052800,2014-07-01,160,0,0,"i'm very happy with this item.  my android has about a 4gb memory, and so this card is ideal for increasing it.jrroadrunner",positive
A1FA8R1X67TZ5N,B007WTAJTO,Amazon Customer,"[0, 0]","I needed this for my Samsung Galley tablet. It's doing the job it was needed for. I really didn't need the adapter, but most all micro SD cards come with them.",5.0,Did The Job,1395360000,2014-03-21,262,0,0,"i needed this for my samsung galley tablet. it's doing the job it was needed for. i really didn't need the adapter, but most all micro sd cards come with them.",positive
A2KB0ES96E85UZ,B007WTAJTO,Amazon Customer,"[0, 0]","I needed to get more space on the SD card in  my phone, so naturally! I turned to a product I know for its quality and attention to details.  I want to be sure my photos and other data are held in a safe place.  For the money, you cannot beat this product and I will buy again.",5.0,San Disk always delivers great quality.,1381017600,2013-06-10,546,0,0,"i needed to get more space on the sd card in  my phone, so naturally! i turned to a product i know for its quality and attention to details.  i want to be sure my photos and other data are held in a safe place.  for the money, you cannot beat this product and i will buy again.",negative
AKOX2LZVYTAO5,B007WTAJTO,Amazon Customer,"[0, 0]",Initially when I inserted the card into the Samsung Galaxy S3 it recognized it but it wasn't able to format it correctly. After doing some research I found a free program EaseUS Partition Master [...] that will format the card into FAT 32 since Windows no longer allows you to do it by default. After formatting it into fat 32 the phone recognized the card and it works great now. I hope this helps anyone else that might run into this problem.,4.0,ok,1364601600,2013-03-30,618,0,0,initially when i inserted the card into the samsung galaxy s3 it recognized it but it wasn't able to format it correctly. after doing some research i found a free program easeus partition master [...] that will format the card into fat 32 since windows no longer allows you to do it by default. after formatting it into fat 32 the phone recognized the card and it works great now. i hope this helps anyone else that might run into this problem.,positive
A2PPR9LUT2VX98,B007WTAJTO,Amazon Customer,"[0, 0]","In some situations, depending on what hardware you intend to use this card in you'll need to format it in a special way using a formatting utility that doesn't come native to windows.  Also, the card gets extremely hot under heavy load.",4.0,Requires Special Formatting,1390867200,2014-01-28,314,0,0,"in some situations, depending on what hardware you intend to use this card in you'll need to format it in a special way using a formatting utility that doesn't come native to windows.  also, the card gets extremely hot under heavy load.",negative
A2PMWKB5V5U1AS,B007WTAJTO,Amazon Customer,"[0, 0]","Installed this in my Droid Bionic.I just backed up all my data using the included card reader adapter and the card reader slot on the laptop, and copied all data to a folder on my PC. Once done, reversed the process to my new micro sd card.Bionic recognized additional memory, some apps had to run updates, after adding card though this i don't attribute to the card itself it seems likely the apps were referencing something specific with hardware maybe.After the updates programs ran as expected.I did have one issue with PowerAMP media player where all the playlists dissapeared. not sure why and havent yet researched this in the PowerAMP forums. I assume this same issue would occur with any card upgrade.",5.0,Nice memory upgrade,1368921600,2013-05-19,568,0,0,"installed this in my droid bionic.i just backed up all my data using the included card reader adapter and the card reader slot on the laptop, and copied all data to a folder on my pc. once done, reversed the process to my new micro sd card.bionic recognized additional memory, some apps had to run updates, after adding card though this i don't attribute to the card itself it seems likely the apps were referencing something specific with hardware maybe.after the updates programs ran as expected.i did have one issue with poweramp media player where all the playlists dissapeared. not sure why and havent yet researched this in the poweramp forums. i assume this same issue would occur with any card upgrade.",negative
A9C5CXFUZJJ2U,B007WTAJTO,Amazon Customer,"[0, 0]","In the past, I've bought lots of CF and SD cards and USB keys. Years ago, I bought brands randomly until I had a failure with a particularly high-priced brand. At the time, these critters were tres chere, so I decided to standardize on WD because I'd never had a failure (except for hard drives, but that's a different topic).Now that the price per gig is less than I used to pay per meg, I still stick with WD because I'm using these cards over long periods of time and don't want to lose the data.I recognize that this is anecdotal and may or may not be in line with what Consumer Reports says or others' experience, but by now, I'm a mindless fan and frequently chant ""Roll WiDe.""Now, if only they would get rid of the anti-shoplifting packaging . . . .",5.0,"Dependable, Dependable, Dependable",1355616000,2012-12-16,722,0,0,"in the past, i've bought lots of cf and sd cards and usb keys. years ago, i bought brands randomly until i had a failure with a particularly high-priced brand. at the time, these critters were tres chere, so i decided to standardize on wd because i'd never had a failure (except for hard drives, but that's a different topic).now that the price per gig is less than i used to pay per meg, i still stick with wd because i'm using these cards over long periods of time and don't want to lose the data.i recognize that this is anecdotal and may or may not be in line with what consumer reports says or others' experience, but by now, i'm a mindless fan and frequently chant ""roll wide.""now, if only they would get rid of the anti-shoplifting packaging . . . .",negative
A1RDUGOI97F4XM,B007WTAJTO,Amazon Customer,"[0, 0]",I purchased this card for a new Nokia Lumia 520 smart phone I recently purchased to extend the internal memory of the phone.The card works very well.I'd recommend this card for anyone who wants to extend their internal memory for any devise requiring a microSD.,5.0,SanDisk Memory Card,1381622400,2013-10-13,421,0,0,i purchased this card for a new nokia lumia 520 smart phone i recently purchased to extend the internal memory of the phone.the card works very well.i'd recommend this card for anyone who wants to extend their internal memory for any devise requiring a microsd.,positive
A1SX4KAZOA7XEU,B007WTAJTO,Amazon Customer,"[0, 0]",I purchased this to use with my Samsung tablet. It works perfectly and stores a lot of information. I would buy this product again. SanDisk knows how to make memory cards that last!,5.0,Great card!,1404086400,2014-06-30,161,0,0,i purchased this to use with my samsung tablet. it works perfectly and stores a lot of information. i would buy this product again. sandisk knows how to make memory cards that last!,positive
A2RBJQ9L1BV02F,B007WTAJTO,Amazon Customer,"[0, 0]","I received the memory card in great condition and packing,.  I am very pleased with it.  I put it in an outdoor camera to video comings and goings of wild life.  Works great",5.0,Scandisk Ultra 64,1363219200,2013-03-14,634,0,0,"i received the memory card in great condition and packing,.  i am very pleased with it.  i put it in an outdoor camera to video comings and goings of wild life.  works great",positive
A36OXAACJNMFVP,B007WTAJTO,Amazon Customer,"[0, 0]","Is very stable and when i use this product in my samsung galaxy 7, sometimes the tablet don't recongnize the memory but the problem is maybe the tablet not the memory i think",4.0,Excellent!!,1357603200,2013-08-01,494,0,0,"is very stable and when i use this product in my samsung galaxy 7, sometimes the tablet don't recongnize the memory but the problem is maybe the tablet not the memory i think",negative
A2CQE1VQZ9VAKN,B007WTAJTO,Amazon Customer,"[0, 0]","it is an almost required piece for my Samsung tablet.  it was at a good buy. :-)it is easy to use, and easy to install.",5.0,SanDisk Ultra 32 GB MicroSDHC Class 10 UHS-1 Memory Card with Adapter.,1364774400,2013-01-04,703,0,0,"it is an almost required piece for my samsung tablet.  it was at a good buy. :-)it is easy to use, and easy to install.",positive
A20ZOIIWZU6G6H,B007WTAJTO,Amazon Customer,"[0, 0]",it's a class 10 so it's pretty fast.  I am using it in my HTC EVO LTE 4G phone hoping that it had UHS-1 capability.  It doesnt seem to so it's just a class 10.,5.0,fast and cheap,1356566400,2012-12-27,711,0,0,it's a class 10 so it's pretty fast.  i am using it in my htc evo lte 4g phone hoping that it had uhs-1 capability.  it doesnt seem to so it's just a class 10.,negative
ASGPSD5DPI4KS,B007WTAJTO,Amazon Customer,"[0, 0]","Its like having my own personal cloud, So much storage in such a small item. This came at a great price and was in an easy to open package that made it easy to open and use right away. I ended up using it in my smartphone and when the screen cracked, I was able to back up everything to it and remove the card and put it in my laptop.",5.0,Great backup for critical files,1382313600,2013-10-21,413,0,0,"its like having my own personal cloud, so much storage in such a small item. this came at a great price and was in an easy to open package that made it easy to open and use right away. i ended up using it in my smartphone and when the screen cracked, i was able to back up everything to it and remove the card and put it in my laptop.",negative
A165WEMMCLK24J,B007WTAJTO,Amazon Customer,"[0, 0]",It works as Expected. No problems installing or anything. It fits my Samsung S4. It shipped really fast and was in packaging that I could open without the use of something sharp.,5.0,Works as expected,1377907200,2013-08-31,464,0,0,it works as expected. no problems installing or anything. it fits my samsung s4. it shipped really fast and was in packaging that i could open without the use of something sharp.,positive
A2KC056IIGLNMA,B007WTAJTO,Amazon Customer,"[0, 0]",I use this in my Galaxy Note 3 and seems to work just fine.  I love having lots of memory and the price was good.,5.0,"Nice price, nice product",1398124800,2014-04-22,230,0,0,i use this in my galaxy note 3 and seems to work just fine.  i love having lots of memory and the price was good.,positive
A2HY1IGOK2MX5G,B007WTAJTO,Amazon Customer,"[0, 0]","I use this in my Samsung Galaxy Note II. For the money, it's a fantastic value. I haven't noticed any transfer speed issues, and it's been rock-solid reliable for the 3 months I've owned it. I have about 32GB of music stored on it, and every app that can use SD card storage is set to do so, including all my system backups. The ultimate &#34;install and forget&#34; add-on for your phone!",5.0,Great Quality,1369872000,2013-05-30,557,0,0,"i use this in my samsung galaxy note ii. for the money, it's a fantastic value. i haven't noticed any transfer speed issues, and it's been rock-solid reliable for the 3 months i've owned it. i have about 32gb of music stored on it, and every app that can use sd card storage is set to do so, including all my system backups. the ultimate &#34;install and forget&#34; add-on for your phone!",positive
