reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote,cleaned_text,sentiment
A308WW1LERDD4Z,B007WTAJTO,Brusso,"[0, 0]",Perfect for our GoPro.  We haven't &#34;maxed&#34; it out yet so I'm not sure how much video it will hold but we've been using it for a while now & haven't had any issues with it getting full fast.,5.0,Perfect for our GoPro,1361750400,2013-02-25,651,0,0,perfect for our gopro.  we haven't &#34;maxed&#34; it out yet so i'm not sure how much video it will hold but we've been using it for a while now & haven't had any issues with it getting full fast.,positive
AC2TZXZI9FGG8,B007WTAJTO,Bruuce,"[0, 0]",This is a great little card. No problems. I haven't done any benchmarking but everyday use is quick and flawless.,5.0,fast and smooth,1372896000,2013-04-07,610,0,0,this is a great little card. no problems. i haven't done any benchmarking but everyday use is quick and flawless.,positive
ACL0T7X1THPAV,B007WTAJTO,"Bryan Cass ""Bee Ry Boogy""","[0, 1]",Quick and easy -- just insert into SD slot and gives you about 32 GB of external storage.  I like it.,5.0,Works fine in my Samsung Galaxy Player 5.0,1391385600,2014-03-02,281,0,1,quick and easy -- just insert into sd slot and gives you about 32 gb of external storage.  i like it.,positive
A1BSQ4J3AOWIZ9,B007WTAJTO,Bryan,"[0, 0]","Great card at a great price.  Hard to believe something so small could hold so much data.  I got this to use with my new MacBook Pro with a &#34;reduced profile&#34; adaptor.  The adaptor didn't fit so well, but works great in my raspberry pi.  The card I just use as a normal one for now.",5.0,great price,1391904000,2014-09-02,97,0,0,"great card at a great price.  hard to believe something so small could hold so much data.  i got this to use with my new macbook pro with a &#34;reduced profile&#34; adaptor.  the adaptor didn't fit so well, but works great in my raspberry pi.  the card i just use as a normal one for now.",positive
A2AB731TNO4A52,B007WTAJTO,Bryan Kite,"[0, 0]","I have no issues with this card, and my phone now boots much faster than before with my old 8gb class 4 card.",5.0,Really fast,1355875200,2012-12-19,719,0,0,"i have no issues with this card, and my phone now boots much faster than before with my old 8gb class 4 card.",positive
ANUMGHSD9Z5X9,B007WTAJTO,Bryan Lo,"[0, 0]",Id say that this product is a steal! Now i am able to expand the storage size of my tablet to add more hd movies!,5.0,Got this on a black friday,1356480000,2012-12-26,712,0,0,id say that this product is a steal! now i am able to expand the storage size of my tablet to add more hd movies!,positive
A2T7B68E2259QR,B007WTAJTO,Bryan M. Alegria,"[0, 0]",i used it on my sony as15. been using it for almost a month now and i have yet to encounter any problem,4.0,works as describe,1377475200,2013-08-26,469,0,0,i used it on my sony as15. been using it for almost a month now and i have yet to encounter any problem,negative
A3UHSEFXW2WGVO,B007WTAJTO,Bryan Minos,"[0, 0]",I put this in my tablet to store pictures and video. It does alot better than the class 4 I was using. Becuse I already had it in my junk drawer.,5.0,The best,1375488000,2013-03-08,640,0,0,i put this in my tablet to store pictures and video. it does alot better than the class 4 i was using. becuse i already had it in my junk drawer.,negative
A26YK9RG579RDF,B007WTAJTO,Bryan Thornhill,"[0, 0]",This super micro SD card was required for the Sony Action Cam that I bought for use with my Phantom quad copter. Super small and therefore easy to misplace. I like my CF cards I use for my cameras because you can hold on to them better. I like sandisk products as that's all I use.,4.0,simple but a good card,1371600000,2013-06-19,537,0,0,this super micro sd card was required for the sony action cam that i bought for use with my phantom quad copter. super small and therefore easy to misplace. i like my cf cards i use for my cameras because you can hold on to them better. i like sandisk products as that's all i use.,positive
A2HV7COJAVH40,B007WTAJTO,bshaf,"[0, 0]","Price was right, shipping quick, Class 10 card for HD video in my GoPro.Hard to rate it since memory cards are pretty much memory cards. Nothing jumps out as excellent so that is why 4 of 5.",4.0,It is a memory card,1365552000,2013-10-04,430,0,0,"price was right, shipping quick, class 10 card for hd video in my gopro.hard to rate it since memory cards are pretty much memory cards. nothing jumps out as excellent so that is why 4 of 5.",negative
A2ZIWTTWP4EP5T,B007WTAJTO,"B. Thorp ""Moo""","[1, 1]","I've gotten four of these for both of my Nikon D7000's and have had little bit of an issue with the adapter cards being out of spec and sticking in the Nikon Camera SD Slots, and one of my card readers. Sure enough, i sanded one down carefully and it fit perfectly.Performance wise, these things scream over regular Class 10 or Class 6 cards and perform nearly excellent. I cant complain other than I wish they were faster, but I'm not getting that for a while at $23 per card.",4.0,"Adapters suck, cards and price point rock!",1383350400,2013-02-11,665,1,1,"i've gotten four of these for both of my nikon d7000's and have had little bit of an issue with the adapter cards being out of spec and sticking in the nikon camera sd slots, and one of my card readers. sure enough, i sanded one down carefully and it fit perfectly.performance wise, these things scream over regular class 10 or class 6 cards and perform nearly excellent. i cant complain other than i wish they were faster, but i'm not getting that for a while at $23 per card.",positive
AHP1SIOY57W8Y,B007WTAJTO,Buckaroo,"[0, 0]",This memory is the right price and it worked right from the start.I think this is a good deal and good memory.Works fine in Note 2,4.0,Good stuff,1355443200,2012-12-14,724,0,0,this memory is the right price and it worked right from the start.i think this is a good deal and good memory.works fine in note 2,positive
A4799JODK16F7,B007WTAJTO,bucketofroses,"[0, 0]","Awesome! So much space, and it works with my phone, all i could ask for! Comes in extremely handy. Thank you SanDisk!",5.0,Great!,1371513600,2013-06-18,538,0,0,"awesome! so much space, and it works with my phone, all i could ask for! comes in extremely handy. thank you sandisk!",positive
A1H79QIIXALK3N,B007WTAJTO,budchevy358,"[0, 0]",I bought this for my Samsung GS4 and it is working quite well. I have had it for several months without issues. I do not know how it performs vs what is advertised but for my purposes I don't care as much. It seems to load quickly on my phone as well as saving files.,5.0,Working well,1391731200,2014-07-02,159,0,0,i bought this for my samsung gs4 and it is working quite well. i have had it for several months without issues. i do not know how it performs vs what is advertised but for my purposes i don't care as much. it seems to load quickly on my phone as well as saving files.,negative
A37579BSLX12EZ,B007WTAJTO,Budman,"[0, 0]","Super fast and lots of storage! I can fit months worth of Music, App's and eBook's on it with room to go!",5.0,SanDisk Ultra 64 GB MicroSDXC Class 10 UHS-1 Memory Card with Adapter,1370217600,2013-03-06,642,0,0,"super fast and lots of storage! i can fit months worth of music, app's and ebook's on it with room to go!",positive
A1F1NABJE9JWPZ,B007WTAJTO,Buffalo Nichols,"[0, 0]","SanDisk does not disappoint, this is exactly as described, arrived on time and is plenty of storage for all my photos, music playlists, and still leaves room for movies as well.",5.0,Exactly what I needed,1365292800,2013-07-04,522,0,0,"sandisk does not disappoint, this is exactly as described, arrived on time and is plenty of storage for all my photos, music playlists, and still leaves room for movies as well.",negative
A3VP5K2LJKZFO3,B007WTAJTO,BuffaloPhil,"[0, 0]",I had an old Class 4 Kingston card in my phone and the thing just dragged when transferring music or photos. I finally decided I had enough with Class 4 and went looking for a reliable Class 10 card. This SanDisk does the trick. Now music and photo transfers fly like the wind. I can move over a FLAC album in about 30 seconds to my Droid Razr MAXX with no interruptions like I had on my Class 4 card.,5.0,"Fast, easy to use.",1379894400,2013-09-23,441,0,0,i had an old class 4 kingston card in my phone and the thing just dragged when transferring music or photos. i finally decided i had enough with class 4 and went looking for a reliable class 10 card. this sandisk does the trick. now music and photo transfers fly like the wind. i can move over a flac album in about 30 seconds to my droid razr maxx with no interruptions like i had on my class 4 card.,negative
A2LIHZHGKUH2B5,B007WTAJTO,bugsmm,"[0, 0]","I bought this card as an addition to my 32 GB Galaxy Note 3. I have well over 32 GB that I use for music with scads left over for apps and movies. You may never need this much space, but some of you are like me and we WANT this much space. With my 3.0 USB the transfer speeds are very adequate. Can't wait for the 256 GB ;)",4.0,Smartphone power!!!,1403481600,2014-06-23,168,0,0,"i bought this card as an addition to my 32 gb galaxy note 3. i have well over 32 gb that i use for music with scads left over for apps and movies. you may never need this much space, but some of you are like me and we want this much space. with my 3.0 usb the transfer speeds are very adequate. can't wait for the 256 gb ;)",positive
A1JOTBO6GPDF9O,B007WTAJTO,"buk_reader ""charlie""","[0, 0]","This memory has proved to be quick and reliable.  I'm using it as a second drive in my Win 8 tablet, but might swap it to my camera where the transfer speed would be appreciated more often.",5.0,fast and reliable,1395446400,2014-03-22,261,0,0,"this memory has proved to be quick and reliable.  i'm using it as a second drive in my win 8 tablet, but might swap it to my camera where the transfer speed would be appreciated more often.",neutral
A35NH7FW82ID1Z,B007WTAJTO,bulgot,"[0, 0]","stil not getting the write speed as I need, but considering the cost /capacity /speed it is a good card!",4.0,good card,1390608000,2014-01-25,317,0,0,"stil not getting the write speed as i need, but considering the cost /capacity /speed it is a good card!",positive
ANEKXBM3HB75J,B007WTAJTO,Bumqui,"[0, 0]","Bought two separately.1) One was a frustration free package one was apparently a frustrating package. Both came in similar packages stuffed in large yellow envelopes. Don't really see the difference between the frustration free and frustrating one. The frustrating one just required scissors, no real attempt of making it a &#34;greener&#34; package was really attempted (that I could tell), nor did it matter since it was put into a giant envelope anyway.2) One was sent USPS, the other ParcelPool. I've had bad experiences before with ParcelPool (as have many people apparently) but I guess Amazon gave them an earful because it actually arrived on time this time. The &#34;tracking&#34; for ParcelPool is still a huge joke though.3) Actual product: it's a MicroSD card, it does exactly what it's supposed to do. No problems with it.",5.0,Works,1390953600,2014-01-29,313,0,0,"bought two separately.1) one was a frustration free package one was apparently a frustrating package. both came in similar packages stuffed in large yellow envelopes. don't really see the difference between the frustration free and frustrating one. the frustrating one just required scissors, no real attempt of making it a &#34;greener&#34; package was really attempted (that i could tell), nor did it matter since it was put into a giant envelope anyway.2) one was sent usps, the other parcelpool. i've had bad experiences before with parcelpool (as have many people apparently) but i guess amazon gave them an earful because it actually arrived on time this time. the &#34;tracking&#34; for parcelpool is still a huge joke though.3) actual product: it's a microsd card, it does exactly what it's supposed to do. no problems with it.",negative
A1HTI1YDGE4ZC2,B007WTAJTO,burji,"[0, 0]","memory cards best in world. The memory card completely corresponds to the description. I am happy, my smartphone is happy, my tablet is happy. amazon thanks",5.0,The Best,1386806400,2013-12-12,361,0,0,"memory cards best in world. the memory card completely corresponds to the description. i am happy, my smartphone is happy, my tablet is happy. amazon thanks",positive
A3LGUMVTF578UJ,B007WTAJTO,Buster,"[0, 0]","It's been a month now with this SDCard in my phone.  I transfer an average of 3GB of data to and from the device per week.  The SDCard is holding just fine.  Where most tend to crap out or cause problems, this has yet to do it.",4.0,"Good, cheap, and works",1391472000,2014-04-02,250,0,0,"it's been a month now with this sdcard in my phone.  i transfer an average of 3gb of data to and from the device per week.  the sdcard is holding just fine.  where most tend to crap out or cause problems, this has yet to do it.",positive
ANO3PLR7O4VBF,B007WTAJTO,Buyer,"[0, 0]",This is the real deal. There are fakes out there and this is NOT one of them. This shipped directly from SanDisk Corporation! When purchasing from Amazon and the seller is different you never know what you may receive and they (the seller) are not always aware of fakes so you have to contact SanDisk to provide the serial code number off the card or send a pic to them so they may authenticate it. It's nice to not have to do that for a change! Checked the partition and it's correct. Also confirmed this card ir read by LG Optimus G Pro on AT&T network.,5.0,Ships from and sold by Amazon.com 64GB SanDisk,1380499200,2013-09-30,434,0,0,this is the real deal. there are fakes out there and this is not one of them. this shipped directly from sandisk corporation! when purchasing from amazon and the seller is different you never know what you may receive and they (the seller) are not always aware of fakes so you have to contact sandisk to provide the serial code number off the card or send a pic to them so they may authenticate it. it's nice to not have to do that for a change! checked the partition and it's correct. also confirmed this card ir read by lg optimus g pro on at&t network.,positive
A14ANXXFV8JUWY,B007WTAJTO,"BuyItOnce ""Just_Slightly_Geeky""","[0, 0]","Sandisk is the premier brand in flash memory and this card came at a good price. Speeds are fast enough to work inside of my 1080p dashcam and has been running consistently for a few weeks now. Good brand, speeds as advertised, and reliable so far. No complaints.",4.0,it's Sandisk and just works,1387324800,2013-12-18,355,0,0,"sandisk is the premier brand in flash memory and this card came at a good price. speeds are fast enough to work inside of my 1080p dashcam and has been running consistently for a few weeks now. good brand, speeds as advertised, and reliable so far. no complaints.",positive
A1FAERFR5ZZVXU,B007WTAJTO,bv,"[0, 0]",. . . . . . . . . . . . . . . no issues till date so happy,5.0,Grt...fast,1358467200,2013-01-18,689,0,0,. . . . . . . . . . . . . . . no issues till date so happy,negative
A1K11AHMWH9ABT,B007WTAJTO,B. Walls,"[0, 0]",Plugged into my new Surface Pro and works great!  No issues or hassle.  Good price and low cost for adding additional storage.,5.0,Great for the new Microsoft Surface Pro,1360800000,2013-02-14,662,0,0,plugged into my new surface pro and works great!  no issues or hassle.  good price and low cost for adding additional storage.,positive
A1RI2FAHBJFH0V,B007WTAJTO,B. Weigel,"[0, 0]",Great little card. Will allow 1080p recording on my note 3 phone. Frustration free packaging is genius. Make sure your device supports the high capacity card before ordering.,5.0,Nice card,1394150400,2014-07-03,158,0,0,great little card. will allow 1080p recording on my note 3 phone. frustration free packaging is genius. make sure your device supports the high capacity card before ordering.,positive
A1I40PUG14GKZG,B007WTAJTO,BW,"[0, 0]",I got this to expand the storage in my Microsoft Surface and it works great. I can quickly transfer data on to it and then pop it out and put it into my desktop or phone. Definitely recommend if you need big storage for your mobile device.,5.0,An excellent MicroFlash card.,1363478400,2013-03-17,631,0,0,i got this to expand the storage in my microsoft surface and it works great. i can quickly transfer data on to it and then pop it out and put it into my desktop or phone. definitely recommend if you need big storage for your mobile device.,positive
A2JCCJL47VVJ62,B007WTAJTO,B. Wilson,"[0, 0]","Bought 1 to expand capacity on a Galaxy S3, and another to expand capacity on a Galaxy S4. Have used the one for the GS3 for about a year, and the one for the GS4 about a month. Both have worked without any problems, and are fully recognized by the devices. The GS3 was rooted a couple of months ago and is running LiquidSmooth. Still no issues. Very good card. I highly recommend SanDisk.",5.0,Works Great for Samsung Galaxy S3 and S4,1378512000,2013-07-09,517,0,0,"bought 1 to expand capacity on a galaxy s3, and another to expand capacity on a galaxy s4. have used the one for the gs3 for about a year, and the one for the gs4 about a month. both have worked without any problems, and are fully recognized by the devices. the gs3 was rooted a couple of months ago and is running liquidsmooth. still no issues. very good card. i highly recommend sandisk.",positive
A5SXBVQMWZBS2,B007WTAJTO,bwolcott,"[0, 0]",Works as it should and have not had any issues with it so far. I also was able to purchase it here for much less then Wal-Mart.,5.0,As advertised,1384041600,2013-10-11,423,0,0,works as it should and have not had any issues with it so far. i also was able to purchase it here for much less then wal-mart.,neutral
AZUG7T2XYSI7A,B007WTAJTO,"bwResponder ""txzz3""","[0, 0]","I purchased a 64Gb Samsung SD card to expand the memory of the phone.However, I frequently get a message that the card has been removed or is recovering.Sometimes the problem clears itself, other times I have to reboot the phone.It also says ""MTP application will restart to prepare SD Card"". It then starts listing the restarting/recovering SD card.I eventually replaced it with a Sandisk 16gb microsd ""HD"" card from Walmart and it is operating fine.I have been reading a lot about people having issues with the 64gb sandisk cards and the Galaxy S4.I wish I had done more research before wasting $50 on what I thought was a good buy!",1.0,Does not work in Samsung Galaxy S4!!!!,1374278400,2013-07-20,506,0,0,"i purchased a 64gb samsung sd card to expand the memory of the phone.however, i frequently get a message that the card has been removed or is recovering.sometimes the problem clears itself, other times i have to reboot the phone.it also says ""mtp application will restart to prepare sd card"". it then starts listing the restarting/recovering sd card.i eventually replaced it with a sandisk 16gb microsd ""hd"" card from walmart and it is operating fine.i have been reading a lot about people having issues with the 64gb sandisk cards and the galaxy s4.i wish i had done more research before wasting $50 on what i thought was a good buy!",negative
A2LH1JV441FFFJ,B007WTAJTO,BxBoy51,"[0, 0]",Works as expected. This product has added 32GB memory to my Samsung Galaxy S3. Love it. It adds so much more memory to your device.,5.0,"Yes, this is the way to go.",1383696000,2013-06-11,545,0,0,works as expected. this product has added 32gb memory to my samsung galaxy s3. love it. it adds so much more memory to your device.,positive
A1T9AHMALJR62F,B007WTAJTO,Byron Foster,"[0, 0]","Love this micro sd card, but love the fact that I was able to buy it at such a great price!",5.0,Exactly what I needed!,1400544000,2014-05-20,202,0,0,"love this micro sd card, but love the fact that i was able to buy it at such a great price!",positive
AU0QTPK0WHV0B,B007WTAJTO,cable guy,"[0, 0]",The only thing is if you use this product on Andiod you must format .  Windows machines don't seem to supot FAT32  .  winwods machines will open files but the format program on Win only formats NTFS and EXFAT  which is limting because Andriod uses FAT32.,4.0,SD memory card,1378684800,2013-09-09,455,0,0,the only thing is if you use this product on andiod you must format .  windows machines don't seem to supot fat32  .  winwods machines will open files but the format program on win only formats ntfs and exfat  which is limting because andriod uses fat32.,negative
A6BJWBPA4P2S4,B007WTAJTO,CaffeinatedCajun,"[0, 0]","Perfect card.  I have it in my Samsung Galaxy S4 and its fast.  no delay in pictures/video writing, and I think I may get a second just to keep on hand.",5.0,Quick read/write speeds,1370476800,2013-06-06,550,0,0,"perfect card.  i have it in my samsung galaxy s4 and its fast.  no delay in pictures/video writing, and i think i may get a second just to keep on hand.",positive
A35N0PR2D2QFK7,B007WTAJTO,C A,"[0, 0]","32 GB Micro SD chip. If this is the size and memory amount you desire, this memory card has never failed or had errors on me. 5 stars for that and being the cheapest I could get at the time.",5.0,As advertised,1399507200,2014-08-05,125,0,0,"32 gb micro sd chip. if this is the size and memory amount you desire, this memory card has never failed or had errors on me. 5 stars for that and being the cheapest i could get at the time.",negative
A1GWL4XS2ZXGG8,B007WTAJTO,Calenture,"[0, 0]","Fast little memory card. Affordable, good quality. Will be quadrupling my storage space on my device. I never seem to have enough of these",5.0,speedy card,1385164800,2013-11-23,380,0,0,"fast little memory card. affordable, good quality. will be quadrupling my storage space on my device. i never seem to have enough of these",positive
A1050XS5BK823I,B007WTAJTO,Cal,"[0, 0]",Used this in my S4 and in my new S5. Transfer speed is good and it is still performing well after almost a year. I haven't been disappointed with a SanDisk product yet.,5.0,Works great,1403568000,2014-06-24,167,0,0,used this in my s4 and in my new s5. transfer speed is good and it is still performing well after almost a year. i haven't been disappointed with a sandisk product yet.,positive
A3MXAF2K5ESX6F,B007WTAJTO,Callsit Likeiseesit,"[0, 0]","I used this upgraded card in my Razr Maxx HD and have been nothing but pleased with it. I haven't even come close to filling the entire card. I got it mostly because I keep my entire music library on my phone, about 5 gigs of music. It's a class 10 card so you won't see any lag in pulling up files. Great card for the price.",5.0,Great buy,1363132800,2013-03-13,635,0,0,"i used this upgraded card in my razr maxx hd and have been nothing but pleased with it. i haven't even come close to filling the entire card. i got it mostly because i keep my entire music library on my phone, about 5 gigs of music. it's a class 10 card so you won't see any lag in pulling up files. great card for the price.",positive
A1TRU7O0PSSSP7,B007WTAJTO,Calvin,"[0, 0]","Overall, a great purchase with a reasonable price. I have bought 4 units and all working well in various devices",5.0,Great performance with great price,1398556800,2014-04-27,225,0,0,"overall, a great purchase with a reasonable price. i have bought 4 units and all working well in various devices",positive
A2T9MXX6DNMLC9,B007WTAJTO,Cameljok,"[1, 1]",This card is one of the fastest SD cards on the market. It works great for your Samsung Galaxy Note II. No issues with installation or device recognition. Highly recommended.,5.0,Great MicroSD card for Samsung Galaxy Note II,1371859200,2013-06-22,534,1,1,this card is one of the fastest sd cards on the market. it works great for your samsung galaxy note ii. no issues with installation or device recognition. highly recommended.,positive
AN44DL2BPQXEG,B007WTAJTO,Cameron Guernsey,"[0, 0]","I bought this for my Dell Venue Pro 8 64 GB so that it would boost the Memory to 128 GB.  It is super easy to use, great shipping and I got it very quickly.",5.0,Great Price! Great Product!,1388188800,2013-12-28,345,0,0,"i bought this for my dell venue pro 8 64 gb so that it would boost the memory to 128 gb.  it is super easy to use, great shipping and i got it very quickly.",positive
A1G6LD5VL0LE23,B007WTAJTO,Cam,"[1, 1]",Got this for my Samsung Galaxy Note 3. Recognized it immediately. Seems to work fast for the pics and videos I've taken. No complaints. The price on these things fluctuates quite a lot. I would recommend to use a price tracker (camel camel camel) on this before purchasing or at least pay attention to the price a couple of days of purchase. The price had dropped by fifteen dollars after it shipped. Amazon's awesome customer service refunded the difference without any trouble. Thanks!,5.0,Great Product. Price Fluctuation.,1385769600,2013-11-30,373,1,1,got this for my samsung galaxy note 3. recognized it immediately. seems to work fast for the pics and videos i've taken. no complaints. the price on these things fluctuates quite a lot. i would recommend to use a price tracker (camel camel camel) on this before purchasing or at least pay attention to the price a couple of days of purchase. the price had dropped by fifteen dollars after it shipped. amazon's awesome customer service refunded the difference without any trouble. thanks!,negative
A2R5TGI1ZJETUA,B007WTAJTO,"Campmaster Tom ""There's no place like 127.0.0.1""","[0, 0]","Installed this in my Galaxy S 3, no issues, put in, formatted and started taking photos, everything work fast and as expected.",5.0,Works as expected,1360972800,2013-02-16,660,0,0,"installed this in my galaxy s 3, no issues, put in, formatted and started taking photos, everything work fast and as expected.",positive
A3V5K4OA5VNGVW,B007WTAJTO,Canajun,"[0, 0]","Was expecting a better and faster, more efficient product, and was not disappointed. Replaced a standard type 32 GB card and this does work remarkably better. Pleased with the purchase.",5.0,Works as advertised,1357430400,2013-06-01,555,0,0,"was expecting a better and faster, more efficient product, and was not disappointed. replaced a standard type 32 gb card and this does work remarkably better. pleased with the purchase.",positive
AWA3JDMMR8D5X,B007WTAJTO,Candace Siebenmorgen,"[0, 0]","Purchased for my new ASUS Tablet TF701T and as always, SanDisk is reliable!  I've never had one fail in 25 yrs. Very pleased.",5.0,Very pleased. Works great in tablet!,1385078400,2013-11-22,381,0,0,"purchased for my new asus tablet tf701t and as always, sandisk is reliable!  i've never had one fail in 25 yrs. very pleased.",positive
A2C4EZHEI4OWO2,B007WTAJTO,Can Demirel,"[0, 0]",As usual SanDisk is the best manufacturer for usb and micro SD cards. I'm using this one for my GoPro Hero 3 Black edition and it works really good. I also compared the specs with other Micro SD brands and saw that this one is the best among other micro SD cards,5.0,Best quality Micro SD,1397088000,2014-10-04,65,0,0,as usual sandisk is the best manufacturer for usb and micro sd cards. i'm using this one for my gopro hero 3 black edition and it works really good. i also compared the specs with other micro sd brands and saw that this one is the best among other micro sd cards,positive
A34BZM6S9L7QI4,B007WTAJTO,"Candy Cane ""Is it just me?""","[1, 1]","I've been using this  in my Sony TSX300 camera and have had no problems with quality, speed or function.  S far it works great.  Much cheaper here than at Best Buy",5.0,No issues,1373846400,2013-07-15,511,1,1,"i've been using this  in my sony tsx300 camera and have had no problems with quality, speed or function.  s far it works great.  much cheaper here than at best buy",positive
A123PU0M4RXMJ5,B007WTAJTO,Cannyone,"[0, 1]",Well my sister and I got new phones.  So I didn't want to use our old memory cards.  And from what I could tell this product represented the best combination of speed and price.  Plus I'm familiar with SanDisk brand.  They have been working perfectly for us for about a month now and I don't expect that to change.,5.0,I thought this product was a good value,1395964800,2014-03-28,255,0,1,well my sister and i got new phones.  so i didn't want to use our old memory cards.  and from what i could tell this product represented the best combination of speed and price.  plus i'm familiar with sandisk brand.  they have been working perfectly for us for about a month now and i don't expect that to change.,positive
A2JUDIWZ6DF6OM,B007WTAJTO,Canyon A. Balestrino,"[0, 0]",Perfect.Get the 32gb.,5.0,Get a bigger version. Still perfect.,1404172800,2014-01-07,335,0,0,perfect.get the 32gb.,positive
A1POGSPD4HN8Y1,B007WTAJTO,"Cap'n Stoob ""Stoob""","[2, 2]","I put this in my Galaxy Note II and put a bunch of music and PDFs on it.  I also used it to save videos and photos.  It worked well for about 2 months then, on Christmas Day (today), it said that there was an error reading the card and the card was now blank.  My phone no longer recognizes the card and even putting it into its adapter and sticking it in the SDHC reader of my laptop doesn't work.If this is SanDisk Quality, then I am not impressed.  I am going to have to deal with their warranty replacement but I'd rather have a refund than get another card that might fail after 2 months...",1.0,Worked Fine For 2 Months Then Died,1356393600,2012-12-25,713,2,2,"i put this in my galaxy note ii and put a bunch of music and pdfs on it.  i also used it to save videos and photos.  it worked well for about 2 months then, on christmas day (today), it said that there was an error reading the card and the card was now blank.  my phone no longer recognizes the card and even putting it into its adapter and sticking it in the sdhc reader of my laptop doesn't work.if this is sandisk quality, then i am not impressed.  i am going to have to deal with their warranty replacement but i'd rather have a refund than get another card that might fail after 2 months...",negative
A5I5AJPRZ66CE,B007WTAJTO,CAPS ON!,"[0, 0]","SanDisk were the first Memory cards I came across years ago.  I think they hold up very well against the competition.  They are inexpensive and do the job.  I am a huge Kingston fan, but the price of this card was too hard to pass up.I currently have it in my phone for Photo & Video storage.  So far, no complaints.",4.0,It's a memory card.,1394064000,2014-06-03,188,0,0,"sandisk were the first memory cards i came across years ago.  i think they hold up very well against the competition.  they are inexpensive and do the job.  i am a huge kingston fan, but the price of this card was too hard to pass up.i currently have it in my phone for photo & video storage.  so far, no complaints.",neutral
AB39UO500J4EP,B007WTAJTO,CaptAdams35,"[0, 0]","By far the best MicroSD card I've ever used. It's precise, fast and secure, what more can you ask for? Whether it was photos, music or even a few movies, this recorded, played and transferred data flawlessly. Very highly recommend",5.0,They don't get any better than this,1398211200,2014-04-23,229,0,0,"by far the best microsd card i've ever used. it's precise, fast and secure, what more can you ask for? whether it was photos, music or even a few movies, this recorded, played and transferred data flawlessly. very highly recommend",positive
A3OAX0WCV109IQ,B007WTAJTO,Capt. John,"[1, 1]","Do not buy, card failed on the third usage.  Kicker not to my favoris you only have about 2 months to return this card for a full refund.Then, it's a pro rated rated deal when you send it back to Amamzon inLexington, KY.The failed card was in a GoPro White Edition. Needless to say, a camera thatwas purchased for summer outdoor usage in November is going to sit for quite awhile before you have time to get your money back.  Card sat all winter and failedtowards the end of April.  6 months lag to get a decent, even pro rated refund.Out of all the items I bought from Amazon this is my only bad experience.64 gigs crammed on a tiny micro SD card is too much.  I'll stick with thesmaller 32 gigs until this technology is meant to last.Refund Update, once again Amazon did the right thing anbd refunded full purchase pricefor the dead 64 gig.  Amazon is where I shop for 2 reasons.  1. I live 50 miles frombig box stores and 2. they ALWAYS make things right with no muss ...no fuss.I replaced the dead card with Amazon brand Micro 32 gig SD micro card.I have purchased Amazon branded SD cards before and they work just as good as any.Not to mention the cost savings.",1.0,Dead Card,1368144000,2013-10-05,429,1,1,"do not buy, card failed on the third usage.  kicker not to my favoris you only have about 2 months to return this card for a full refund.then, it's a pro rated rated deal when you send it back to amamzon inlexington, ky.the failed card was in a gopro white edition. needless to say, a camera thatwas purchased for summer outdoor usage in november is going to sit for quite awhile before you have time to get your money back.  card sat all winter and failedtowards the end of april.  6 months lag to get a decent, even pro rated refund.out of all the items i bought from amazon this is my only bad experience.64 gigs crammed on a tiny micro sd card is too much.  i'll stick with thesmaller 32 gigs until this technology is meant to last.refund update, once again amazon did the right thing anbd refunded full purchase pricefor the dead 64 gig.  amazon is where i shop for 2 reasons.  1. i live 50 miles frombig box stores and 2. they always make things right with no muss ...no fuss.i replaced the dead card with amazon brand micro 32 gig sd micro card.i have purchased amazon branded sd cards before and they work just as good as any.not to mention the cost savings.",negative
A2LUPXW7HT1R7,B007WTAJTO,car992,"[0, 0]",So far have not had any problems with the card.  Our movies have been great.  Beautiful color. Very clear and bright pictures.,5.0,Great memory card,1399075200,2014-03-05,278,0,0,so far have not had any problems with the card.  our movies have been great.  beautiful color. very clear and bright pictures.,positive
A1YQGNJRTZHLGC,B007WTAJTO,carco,"[0, 0]",great price and just what i needed i would recomend this product i think all scan disk products are good,5.0,great,1365724800,2013-12-04,369,0,0,great price and just what i needed i would recomend this product i think all scan disk products are good,positive
A1I7FQ1M9VRL4Q,B007WTAJTO,Carefree Dude,"[0, 0]","I slipped this into my smartphone. Lots of space for photos, and movies on the go at a great price.",5.0,Perfect for smartphones,1374451200,2013-07-22,504,0,0,"i slipped this into my smartphone. lots of space for photos, and movies on the go at a great price.",negative
A9Y5O2R4D6EH5,B007WTAJTO,Careful shopper,"[0, 0]","No problems encountered and seems perfectly compatable with the S4...  Can't even tell when you are using something off the card or off the phones internal memory.Note that up to 32GB it requires the HC cards,  from there to 64GB it requires the XC version.Happy with this purchase so far.",5.0,Working like a champ in Samsung Galaxy S4 smartphone,1386979200,2013-12-14,359,0,0,"no problems encountered and seems perfectly compatable with the s4...  can't even tell when you are using something off the card or off the phones internal memory.note that up to 32gb it requires the hc cards,  from there to 64gb it requires the xc version.happy with this purchase so far.",positive
