reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote,cleaned_text,sentiment
A1RTQROTWR5NCB,B007WTAJTO,808TREX50,"[0, 0]","I like this SD Card because it can take music video downloads, personal videos, files,docs, and multimedia images with a fast transfer rate of Class 10 speed. It can take games with large files very easily and still have enough space for apps. It&#34;s great for video cameras and camcorders with the supplied adapter. Fits very easily into smartphones and tablets SD Card slots. I recommend this 32GB SD Card to everyone.",5.0,32GB MicroSD Card.,1368230400,2013-11-05,398,0,0,"i like this sd card because it can take music video downloads, personal videos, files,docs, and multimedia images with a fast transfer rate of class 10 speed. it can take games with large files very easily and still have enough space for apps. it&#34;s great for video cameras and camcorders with the supplied adapter. fits very easily into smartphones and tablets sd card slots. i recommend this 32gb sd card to everyone.",positive
A2Q3ICGWZLY3JJ,B007WTAJTO,98020,"[0, 0]","It works, but file writes are a bit slower than expected on a USB3 reader.Also, both reads and writes are FASTER with the card inside the standard-size SD adapter (15 MB/s vs 10 write; 45 MB/s vs 22 MB/s read) on the same card reader.  Can't figure why...",3.0,"It works, but not as fast as expected",1384905600,2013-11-20,383,0,0,"it works, but file writes are a bit slower than expected on a usb3 reader.also, both reads and writes are faster with the card inside the standard-size sd adapter (15 mb/s vs 10 write; 45 mb/s vs 22 mb/s read) on the same card reader.  can't figure why...",negative
AN2VFTXYW1SZU,B007WTAJTO,9z4cda,"[0, 0]",THE NAME OF ITSELF SPEAKS OUT. GO SANDISK GO!,5.0,A RENOUND NAME BRAND,1404432000,2014-04-07,245,0,0,the name of itself speaks out. go sandisk go!,positive
AVHN134ADVP4R,B007WTAJTO,"A4Q96 ""Gadget Lover""","[0, 0]","Solid SDHC card that is fast (at reading and writing) fast (for recording video and pics), has great capacity, and is reasonably priced. I have had no issues with it.Overall, highly recommend.",5.0,Great SDHC card,1384992000,2013-11-21,382,0,0,"solid sdhc card that is fast (at reading and writing) fast (for recording video and pics), has great capacity, and is reasonably priced. i have had no issues with it.overall, highly recommend.",positive
A3EA7KGYC8LB0,B007WTAJTO,"Aaron ""Aaron""","[0, 0]","Heard that the card's write speed is insufficient, however I have used it extensively and haven't had a single problem with it!!",5.0,Use it for my GoPro Hero 3+ Black,1392595200,2014-02-17,294,0,0,"heard that the card's write speed is insufficient, however i have used it extensively and haven't had a single problem with it!!",negative
A29RI184HRX66H,B007WTAJTO,"Aaron ""Aaron""","[0, 0]","I bought this to use with my go pro hero 3 black edition. It requires a class 10 MicroSDXC card. So far I've had no issues with it. Fast read/write, came with adapter, small packaging, but that's all it needed! Comes with a nice hard plastic case to keep both dry and together if needed.",5.0,"Awesome price, great brand name",1357257600,2013-04-01,616,0,0,"i bought this to use with my go pro hero 3 black edition. it requires a class 10 microsdxc card. so far i've had no issues with it. fast read/write, came with adapter, small packaging, but that's all it needed! comes with a nice hard plastic case to keep both dry and together if needed.",neutral
A2G9ZHVA6IOGBY,B007WTAJTO,Aaron Alvarez,"[0, 0]",got this because i had a 2 GB one that filled up. i kept getting the insufficient disk space on my phone. my kids take my phone and do selfies. mostly my daughter. I had to get a bigger card. the 2GB one was a carry over from an old phone.needless to say this was sweet. plenty of space. and i dont have to delete pictures anymore. well for now at least.my daughter loves selfies.,5.0,great price. fast,1393718400,2014-02-03,308,0,0,got this because i had a 2 gb one that filled up. i kept getting the insufficient disk space on my phone. my kids take my phone and do selfies. mostly my daughter. i had to get a bigger card. the 2gb one was a carry over from an old phone.needless to say this was sweet. plenty of space. and i dont have to delete pictures anymore. well for now at least.my daughter loves selfies.,negative
A1OATGH4DF0RF0,B007WTAJTO,Aaron F. Virginie,"[0, 1]","Class 10 Speed Rating for Seamless Full HD VideoThe SanDisk Ultra UHS-I card features a Class 10 and UHS Speed Class 1 (U1) rating, the highest video performance available for recording uninterrupted Full HD** video.Flawless App PerformanceThis card can retrieve stored data almost instantly, thanks to its up to 30MB/s read capability and fast bus interface. The SanDisk Ultra microSDHC and microSDXC UHS-I cards offer faster app loading and smoother, more fluid app performance.Storage Capacities Up to 64GBThis card has plenty of room to accommodate Full HD videos, MP3s, apps, and other memory-intensive mobile files. Available in sizes up to 64GB, it can store all the apps, music, and video you want.Android App for Easy File ManagementThe included SanDisk Memory Zone app lets you easily view, access, and backup all of your digital files from your phone's memory, additional memory card, and cloud service all in one convenient place. Using the app, you can easily move files from your card to a number of cloud storage services.Durable DesignSanDisk Ultra UHS-I memory cards can capture memories from -13 to 185 degrees Fahrenheit with a shockproof, waterproof, and X-ray-proof design. Your mobile device may not survive, but your SanDisk memory card will.",5.0,Get Fast Load Times,1372896000,2013-04-07,610,0,1,"class 10 speed rating for seamless full hd videothe sandisk ultra uhs-i card features a class 10 and uhs speed class 1 (u1) rating, the highest video performance available for recording uninterrupted full hd** video.flawless app performancethis card can retrieve stored data almost instantly, thanks to its up to 30mb/s read capability and fast bus interface. the sandisk ultra microsdhc and microsdxc uhs-i cards offer faster app loading and smoother, more fluid app performance.storage capacities up to 64gbthis card has plenty of room to accommodate full hd videos, mp3s, apps, and other memory-intensive mobile files. available in sizes up to 64gb, it can store all the apps, music, and video you want.android app for easy file managementthe included sandisk memory zone app lets you easily view, access, and backup all of your digital files from your phone's memory, additional memory card, and cloud service all in one convenient place. using the app, you can easily move files from your card to a number of cloud storage services.durable designsandisk ultra uhs-i memory cards can capture memories from -13 to 185 degrees fahrenheit with a shockproof, waterproof, and x-ray-proof design. your mobile device may not survive, but your sandisk memory card will.",positive
A1V6CQACZ9IOLC,B007WTAJTO,Aaron Graves,"[0, 0]",The read and write speeds are better than the Samsung SD card that I had previously. I would not hesitate to buy another one of these great Micro SD cards from SanDisk. I also own their Clip plus MP3 player and it works very well. I think I'm becoming a fan of the SanDisk products.,5.0,Very good little Micro SD card,1398988800,2014-02-05,306,0,0,the read and write speeds are better than the samsung sd card that i had previously. i would not hesitate to buy another one of these great micro sd cards from sandisk. i also own their clip plus mp3 player and it works very well. i think i'm becoming a fan of the sandisk products.,positive
A2ELBSIZ26GKM2,B007WTAJTO,Aaron,"[0, 0]",This works with the NL1520.  No video stuttering like with the 64gb.  Blah blah blah blah to fill in the rest.,5.0,works,1389052800,2014-07-01,160,0,0,this works with the nl1520.  no video stuttering like with the 64gb.  blah blah blah blah to fill in the rest.,negative
A6AL9BZ0JALUP,B007WTAJTO,Aaron,"[0, 0]",Works as expected.  High transfer speed.  Nice to have extra microSD adapters lying around since I always seem to misplace them.  Mainly bought it to use in my Nikon DSLR since I can put the card directly into my (CM modded) Nook HD+ tablet in the field and view my images on a larger screen.,5.0,Works,1382832000,2013-10-27,407,0,0,works as expected.  high transfer speed.  nice to have extra microsd adapters lying around since i always seem to misplace them.  mainly bought it to use in my nikon dslr since i can put the card directly into my (cm modded) nook hd+ tablet in the field and view my images on a larger screen.,positive
A80SHWURCS1KD,B007WTAJTO,Aaron,"[0, 0]","Works great in a Samsung Galaxy S3.  Formatted straight away, full size there.  I can't really tell the speed difference between this one and a slower card it replaced.  I guess the IO in the phone can't take advantage.",5.0,Good with Galaxy S3,1388275200,2013-12-29,344,0,0,"works great in a samsung galaxy s3.  formatted straight away, full size there.  i can't really tell the speed difference between this one and a slower card it replaced.  i guess the io in the phone can't take advantage.",negative
ATSVUBE2115N1,B007WTAJTO,Aaron Madden,"[0, 0]",SanDisk never disappoints. As always SanDisk products are worth every penny. Nice product and quality and works great. I recommend this product to everyone.,5.0,Never disappoints,1383609600,2013-05-11,576,0,0,sandisk never disappoints. as always sandisk products are worth every penny. nice product and quality and works great. i recommend this product to everyone.,positive
A3R54B4AFAV3PD,B007WTAJTO,aaron mckaig,"[0, 0]","Good price, works flawless in my Samsung S4! Normal SanDisk quality! That is why I go with this brand and only this brand..",5.0,Great,1396569600,2014-04-04,248,0,0,"good price, works flawless in my samsung s4! normal sandisk quality! that is why i go with this brand and only this brand..",positive
A243XIFG20QRQW,B007WTAJTO,Aaron Nash,"[0, 0]",San disk is hard to beat.  You will pay more for the brand but you get a quality product.  Would purchase again.,5.0,Perfect,1395532800,2014-03-23,260,0,0,san disk is hard to beat.  you will pay more for the brand but you get a quality product.  would purchase again.,neutral
A9DQ4Q5LPUCYJ,B007WTAJTO,Aaron Smith,"[0, 0]",Installed in my Blackberry Q10 SQN100-1 and formatted. Works just fine. Plenty of storage space for pictures and videos of my son at the park.,5.0,It does the job.,1390867200,2014-01-28,314,0,0,installed in my blackberry q10 sqn100-1 and formatted. works just fine. plenty of storage space for pictures and videos of my son at the park.,positive
A1U9QJQW3XPRL2,B007WTAJTO,Aaron T. Swain,"[1, 2]","I just received my card, it is the class 10 64GB with the correct serial#SDSDQUA-064G-A11A. I received it in an unopened SanDisk packaging. I am going to use it on my HTC Rezound, I hope it works. From what I have read, it will work after reformatting the disk. I will update this review if I have any issues using it, if not, my rating will remain unchanged...",5.0,64 GB,1343260800,2012-07-26,865,1,2,"i just received my card, it is the class 10 64gb with the correct serial#sdsdqua-064g-a11a. i received it in an unopened sandisk packaging. i am going to use it on my htc rezound, i hope it works. from what i have read, it will work after reformatting the disk. i will update this review if i have any issues using it, if not, my rating will remain unchanged...",neutral
A3PIINTTBEA5C3,B007WTAJTO,A. Atkinson,"[0, 0]","Stuck it in my S2, formatted in settings, works great! Already filled with music, pics and videos...  Get this card, format it right, and you'll have no problems.  If your phone won't do it right, should have got a Samsung! haha...",5.0,Perfect and Fast in my S2!!,1353456000,2012-11-21,747,0,0,"stuck it in my s2, formatted in settings, works great! already filled with music, pics and videos...  get this card, format it right, and you'll have no problems.  if your phone won't do it right, should have got a samsung! haha...",positive
A2U4VW7FAB7W9A,B007WTAJTO,ABailey8833,"[1, 1]","I purchased two of these one for my Samsung tablet and one for my samsung galaxy note. Great hardware that is truly speedy, responsive and meets my needs!",5.0,Great product!,1356652800,2012-12-28,710,1,1,"i purchased two of these one for my samsung tablet and one for my samsung galaxy note. great hardware that is truly speedy, responsive and meets my needs!",positive
ADAVEDQ2BK3XE,B007WTAJTO,abbadon,"[0, 0]","As advertised, specs match.  As long as the device you as using it in can handle it (i.e. USB 3.0, not some crapple bs) it delivers the advertised speed.  P.S. The speed is READ, not WRITE, but you knew that, right?",5.0,Works.,1382659200,2013-10-25,409,0,0,"as advertised, specs match.  as long as the device you as using it in can handle it (i.e. usb 3.0, not some crapple bs) it delivers the advertised speed.  p.s. the speed is read, not write, but you knew that, right?",negative
A25TM6Q7ROIR0Y,B007WTAJTO,ABC317,"[0, 0]",This item is great!  I can't believe how small it is.  Imagine 64gb this size back in the 70's when they had whole buildings full of computers that couldn't pack this much space!  Great item.,5.0,Great Product!!!,1381881600,2013-10-16,418,0,0,this item is great!  i can't believe how small it is.  imagine 64gb this size back in the 70's when they had whole buildings full of computers that couldn't pack this much space!  great item.,positive
A2QVJ0I3RAQHTS,B007WTAJTO,Abdul Purnell Askew SR,"[0, 0]","I've been trying for a while to get a hold of a 32GB Micro SD for my phone and tablet.  It's pretty fast compared to the 16GB cards I've been using.  I really saw the performance boost with my phone, which I have many apps, pictures, music, and other documents on.  The phone boots fully stable in about 2 mins as apposed to 5-6 mins.  My computer also can write to these cards much faster than the 16GB ones I was using.  If you phone, tablet or any other device can support it I recommend you purchase these.  Also you pay like half the price using Amazon as opposed to other retail stores who's price is at least double or more.  I've seen these same cards going for about $72 in my area.",5.0,Great Micro SD card,1365984000,2013-04-15,602,0,0,"i've been trying for a while to get a hold of a 32gb micro sd for my phone and tablet.  it's pretty fast compared to the 16gb cards i've been using.  i really saw the performance boost with my phone, which i have many apps, pictures, music, and other documents on.  the phone boots fully stable in about 2 mins as apposed to 5-6 mins.  my computer also can write to these cards much faster than the 16gb ones i was using.  if you phone, tablet or any other device can support it i recommend you purchase these.  also you pay like half the price using amazon as opposed to other retail stores who's price is at least double or more.  i've seen these same cards going for about $72 in my area.",positive
AF24M1HKIZ7QC,B007WTAJTO,"Abdulrahman J. Alrashed ""dr34m3r""","[0, 0]","I bought 2 of those SanDisk 32 GB microSD , used them on my Galaxy Note and Galaxy S4First one , my phone started saying it was removed , then recognize it again :) then diedI thought it's just a luck , plugged in the 2nd one :) stayed for about 2 months and died suddenly ! and lost everythingnever buying from SanDisk again .. ever",1.0,Bought 2 :) Died,1375488000,2013-03-08,640,0,0,"i bought 2 of those sandisk 32 gb microsd , used them on my galaxy note and galaxy s4first one , my phone started saying it was removed , then recognize it again :) then diedi thought it's just a luck , plugged in the 2nd one :) stayed for about 2 months and died suddenly ! and lost everythingnever buying from sandisk again .. ever",negative
A1KIF9Z5VFPH7H,B007WTAJTO,"Abel Feliciano ""Ace Master""","[0, 0]",The memory card is an excellent condition and work as described. Dependable and easy to use. An excellent choice for the enthusiast who requires more storage.,4.0,Excellent product.,1347321600,2012-11-09,759,0,0,the memory card is an excellent condition and work as described. dependable and easy to use. an excellent choice for the enthusiast who requires more storage.,positive
A747BB4QM2SWW,B007WTAJTO,A. Bell,"[0, 0]",I've got a couple of these in varying sizes. I've had no problems and no complaints about speed. I always end up buying more because the prices are so low for what you get.,5.0,several sizes. zero issues.,1376784000,2013-08-18,477,0,0,i've got a couple of these in varying sizes. i've had no problems and no complaints about speed. i always end up buying more because the prices are so low for what you get.,negative
A228CMRTDIS8S9,B007WTAJTO,A. Berrios,"[0, 0]",I only had 8 gigs of memory on my Note 2 and was running out of room. Now I have so much memory space available I don't know what to do with it.,5.0,Great card,1399680000,2014-10-05,64,0,0,i only had 8 gigs of memory on my note 2 and was running out of room. now i have so much memory space available i don't know what to do with it.,negative
A2OP1LOKO6P5W4,B007WTAJTO,Abe The Babe,"[0, 0]",Bought it for my Surface Pro. I've had it in there for a few months and I've had no problems. Very fast and stable.,5.0,Works great!,1375142400,2013-07-30,496,0,0,bought it for my surface pro. i've had it in there for a few months and i've had no problems. very fast and stable.,positive
AKVRSGKPY2C4R,B007WTAJTO,Abhi gautam,"[1, 1]",I would recommend this card to everyone.Data Transfer speeds - excellent with this card on my Galaxy S2.  Didn't need to format the card or anything. I am 100% satisfied.,5.0,100% satisfied. Recommend to all.,1349568000,2012-07-10,881,1,1,i would recommend this card to everyone.data transfer speeds - excellent with this card on my galaxy s2.  didn't need to format the card or anything. i am 100% satisfied.,positive
A1FKE13D77L3Y3,B007WTAJTO,Abraham Arturo Meza Marin,"[0, 0]","I bougth this micro SD card after some trubles with other that i got from Kingston, i can tell that SanDisk is other quality, this is the best, my i9300 phone can read a 64GB very fast, the dta transfer speed from my pc to my is amazing, if you are looking for additional storage to you phone, for music, pictures and other type of files, this is for you.Pros-Very good quality materials of construction-Amazing speedUpdate after one year this memory is damaged I can not delete or put new files on it, I can not format this memory, I tried to format with my phone, with my pc, with a camera and nothing, now this is like a 64gb cd, the data in the memory is only available to read but I can not move, or delete it, I bought this memory to be used to backup all my data of my android device but now is only a readable memory I can not write data on it any more, I hope sandisk make a better products in the future!!! Total disagree I will buy a Samsung memory card expected a better quality.",1.0,Stop working after 1 year,1361232000,2013-02-19,657,0,0,"i bougth this micro sd card after some trubles with other that i got from kingston, i can tell that sandisk is other quality, this is the best, my i9300 phone can read a 64gb very fast, the dta transfer speed from my pc to my is amazing, if you are looking for additional storage to you phone, for music, pictures and other type of files, this is for you.pros-very good quality materials of construction-amazing speedupdate after one year this memory is damaged i can not delete or put new files on it, i can not format this memory, i tried to format with my phone, with my pc, with a camera and nothing, now this is like a 64gb cd, the data in the memory is only available to read but i can not move, or delete it, i bought this memory to be used to backup all my data of my android device but now is only a readable memory i can not write data on it any more, i hope sandisk make a better products in the future!!! total disagree i will buy a samsung memory card expected a better quality.",positive
A31SZHOH3EMTVF,B007WTAJTO,Abraham,"[0, 0]","Using this in a contout gps camera,  don't waste your time buying any other brand it will be a waste. Buy the best to start with.",5.0,crazy fast,1376265600,2013-12-08,365,0,0,"using this in a contout gps camera,  don't waste your time buying any other brand it will be a waste. buy the best to start with.",positive
A3433V6H1NDFGP,B007WTAJTO,"Abraham Kovler ""ripvanlink""","[0, 0]","This is a fantastic little drive, has all the gigabytes it says, works in all ways I can discern and I use it to hold the flac recordings I play on my excellent Fiio X5 digital audio player. This is the real thing and not one of the fakes that, evidently, are out there.",5.0,This is a fantastic little drive,1404864000,2014-09-07,92,0,0,"this is a fantastic little drive, has all the gigabytes it says, works in all ways i can discern and i use it to hold the flac recordings i play on my excellent fiio x5 digital audio player. this is the real thing and not one of the fakes that, evidently, are out there.",positive
A27PGCCMGJSH3X,B007WTAJTO,Abram Vargas,"[0, 0]","I am very happy with this Micro SD.  I could tell the difference in the response time in my BB curve as well as my Asus tablet.  If you want something that can transfer files Photos, Videos, and Music faster this is the Micro SD card for you. Now I will say this there are faster cards out there but not at this price.  This does the trick for my devices.  Now it you are a Professional Photographer you might want to go with the Ultra 3 Micro SD but if you are an everyday user this will work wonders for you device.",5.0,Verry happy,1344816000,2012-08-13,847,0,0,"i am very happy with this micro sd.  i could tell the difference in the response time in my bb curve as well as my asus tablet.  if you want something that can transfer files photos, videos, and music faster this is the micro sd card for you. now i will say this there are faster cards out there but not at this price.  this does the trick for my devices.  now it you are a professional photographer you might want to go with the ultra 3 micro sd but if you are an everyday user this will work wonders for you device.",positive
A28PQ9EX1MDCXP,B007WTAJTO,A. Brattoli,"[0, 0]","I've purchased several of these little babies over the years, and I always buy SanDisk. I've never had one fail, the price is great for the amount of storage you get.",5.0,SanDisk quality,1394409600,2014-10-03,66,0,0,"i've purchased several of these little babies over the years, and i always buy sandisk. i've never had one fail, the price is great for the amount of storage you get.",positive
A1X1FX3NSOFCT3,B007WTAJTO,"Abused Commuter ""abused_commuter""","[0, 1]","Ordered this for a Galaxy S3.  Lasted a few months and then broke.  Is not accessible on several different PC's.Says ""limited lifetime"" warranty - BS.  You have ONE MONTH for Eco Zone.  Not only did I lose pictures but now I am out $$ because of a crappy return policy.In the future I will be buying Kingston, not Sandisk.-----------------Update:  Amazon Customer service made good and refunded my purchase price.  I still will not be buying any more Sandisk memory cards however...",1.0,Beware... goes bad and takes your pics with it,1374278400,2013-07-20,506,0,1,"ordered this for a galaxy s3.  lasted a few months and then broke.  is not accessible on several different pc's.says ""limited lifetime"" warranty - bs.  you have one month for eco zone.  not only did i lose pictures but now i am out $$ because of a crappy return policy.in the future i will be buying kingston, not sandisk.-----------------update:  amazon customer service made good and refunded my purchase price.  i still will not be buying any more sandisk memory cards however...",negative
A3RV1L35IPTV61,B007WTAJTO,abushaheed,"[0, 0]","more like 8mb/s in my Note 10.1 and that's using SanDisk's own app. A bit faster in my Note II, but still a disappointment for devices with quad core processors. Not sure if it's the card or the device, so benefit of the doubt and four stars.",4.0,Not bad,1357430400,2013-06-01,555,0,0,"more like 8mb/s in my note 10.1 and that's using sandisk's own app. a bit faster in my note ii, but still a disappointment for devices with quad core processors. not sure if it's the card or the device, so benefit of the doubt and four stars.",negative
A2RRKGVZR7YSNJ,B007WTAJTO,"A. Bystricky ""Tony B.""","[0, 0]","not much to say other than plug and play, good quality and fits a lot of video ...good good good",5.0,good,1392595200,2014-02-17,294,0,0,"not much to say other than plug and play, good quality and fits a lot of video ...good good good",positive
AGX2K0FMS0IVL,B007WTAJTO,AC500Driver,"[0, 0]","A new camcorder required fast SD (micro) and SanDisk products have always provided first class service, so the extra cost is well worth it.",5.0,"Fast, very fast",1396483200,2014-03-04,279,0,0,"a new camcorder required fast sd (micro) and sandisk products have always provided first class service, so the extra cost is well worth it.",positive
A32WSJTH8ZWZC4,B007WTAJTO,"A. Carr ""game hater""","[0, 0]","This tiny marvel does what it claims.  The only possible problem is that it is SO small that you may lose it if you happen to drop it during handling.  But with 16 GB capacity, you won't be handling it often.",5.0,"Very small, huge capacity",1398729600,2014-04-29,223,0,0,"this tiny marvel does what it claims.  the only possible problem is that it is so small that you may lose it if you happen to drop it during handling.  but with 16 gb capacity, you won't be handling it often.",negative
AQKJYY46WQWO7,B007WTAJTO,acballer,"[0, 0]",It does the job and the price was right. It came quickly so I'm very happy for the purchase.  I would recommend it and would but it again.,5.0,Works great,1390089600,2014-01-19,323,0,0,it does the job and the price was right. it came quickly so i'm very happy for the purchase.  i would recommend it and would but it again.,positive
A2RJ7DAL63MN1F,B007WTAJTO,Ace of Sevens,"[0, 0]","I used this for a few months in my phone, then it decided to quit mounting. I lost some pictures of pets who died shortly after. I got a replacement card, but I had to send in the old one, giving up any chance of recovering its contents. The new one's worked fine, but failing after 3 months in inexcusable.",2.0,Worked for a few months,1391126400,2014-01-31,311,0,0,"i used this for a few months in my phone, then it decided to quit mounting. i lost some pictures of pets who died shortly after. i got a replacement card, but i had to send in the old one, giving up any chance of recovering its contents. the new one's worked fine, but failing after 3 months in inexcusable.",negative
A7IRR3TLZK2C5,B007WTAJTO,ac,"[0, 0]","A memory card either works or it doesn't. This was always going to be a one star or five star review - no middle ground.The adapter is a nice bonus too, though I don't think I have anything to use it with.",5.0,"It works, what else is there?",1374364800,2013-07-21,505,0,0,"a memory card either works or it doesn't. this was always going to be a one star or five star review - no middle ground.the adapter is a nice bonus too, though i don't think i have anything to use it with.",positive
AVVG2XSQM9W4C,B007WTAJTO,AC,"[0, 0]","I purchased this card to use in my ContourROAM2 and it works great.  All I had to do was put the card in the camera, format it, and I was good to go.  It allows me to easily record hours of 720p/60fps video without running out of space or slowing down.",5.0,Great MicroSDHC Card,1358121600,2013-01-14,693,0,0,"i purchased this card to use in my contourroam2 and it works great.  all i had to do was put the card in the camera, format it, and i was good to go.  it allows me to easily record hours of 720p/60fps video without running out of space or slowing down.",positive
AGA9831VH03YG,B007WTAJTO,A. Chock,"[0, 0]",Upgraded from 32GB to 64GB card for my Galaxy Note phone.  Looks like it works fine and has full capacity.  Good product.,5.0,Works fine in my Galaxy Note phone from AT&T,1356652800,2012-12-28,710,0,0,upgraded from 32gb to 64gb card for my galaxy note phone.  looks like it works fine and has full capacity.  good product.,positive
A3IJIFZ5HH819V,B007WTAJTO,A. Cho,"[0, 0]","everything about it was great, except for the adapter.  It was to tight i had to use a tool to take it back out of the adapter causing me to chip it. so my fault i guess, but i also bought a 16gb version and the adapter for that one was fine.",4.0,Great but...,1373414400,2013-10-07,427,0,0,"everything about it was great, except for the adapter.  it was to tight i had to use a tool to take it back out of the adapter causing me to chip it. so my fault i guess, but i also bought a 16gb version and the adapter for that one was fine.",positive
